candidate_id	registry_id	recovery_page_id	recovery_url_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_m4b1_evidence	status	m6_validation_required	reason
M4B1R2C000305	REG027	M4B1R2P00162	M4B1R2U00393	Товары Яндекс Маркета и себестоимость - каталог для прибыли - MP Manager	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000306	REG027	M4B1R2P00162	M4B1R2U00393	L85: Синхронизация переносит товары в единое рабочее пространство, где их используют отчёты, цены, кампании и другие расчёты.	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000307	REG027	M4B1R2P00162	M4B1R2U00393	Товары Яндекс Маркета и себестоимость - каталог для расчёта прибыли	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000308	REG027	M4B1R2P00162	M4B1R2U00393	L178: Установите бесплатное расширение MP Manager и смотрите данные конкурентов прямо на странице товара - без переключения между сервисами.	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000309	REG027	M4B1R2P00162	M4B1R2U00393	L89: Артикулы, названия, бренды, размеры, объём и другие атрибуты товаров из подключённого кабинета Яндекс Маркета.	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000310	REG027	M4B1R2P00162	M4B1R2U00393	Вопросы о товарах Яндекс Маркета и себестоимости	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000311	REG027	M4B1R2P00162	M4B1R2U00393	L38: Цена закупки, фулфилмент, логистика до склада маркетплейса, подарки, прочие вложения и другие расходы собираются в итоговую себестоимость.	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000312	REG027	M4B1R2P00162	M4B1R2U00393	L2: Расширение Партнёрам Тарифы Документация Блог О компании L3:	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000313	REG027	M4B1R2P00162	M4B1R2U00393	L83: Как используется	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000314	REG027	M4B1R2P00162	M4B1R2U00393	Сертифицированное агентство GOLD†cmp.wildberries.ru L262: Включен в реестр отечественного ПО†reestr.digital.gov.ru Аккредитованная IT-компания†www.gosuslugi.ru L263:	https://mpmgr.ru/features/products/yandex-market ; observed title/heading/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000315	REG027	M4B1R2P00163	M4B1R2U00394	* Продвижение L144: * Цены L145: * Отзывы L146: * Внутренняя аналитика L147: * Поставки L148: * Внешняя аналитика L149: * SEO L150: * AI L151: * API	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000316	REG027	M4B1R2P00163	M4B1R2U00394	Нескучные Финансы	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000317	REG027	M4B1R2P00163	M4B1R2U00394	* Продвижение L144: * Цены L145: * Отзывы L146: * Внутренняя аналитика L147: * Поставки L148: * Внешняя аналитика L149: * SEO L150: * AI L151: * API	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000318	REG027	M4B1R2P00163	M4B1R2U00394	Т-Банк	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000319	REG027	M4B1R2P00163	M4B1R2U00394	L103: Установите бесплатное расширение MP Manager и смотрите данные конкурентов прямо на странице товара - без переключения между сервисами.	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000320	REG027	M4B1R2P00163	M4B1R2U00394	* Продвижение L144: * Цены L145: * Отзывы L146: * Внутренняя аналитика L147: * Поставки L148: * Внешняя аналитика L149: * SEO L150: * AI L151: * API	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000321	REG027	M4B1R2P00163	M4B1R2U00394	L56: Узнать больше†leads.noboring-finance.ru L57: ### Вопросы о бонусах партнёров	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000322	REG027	M4B1R2P00163	M4B1R2U00394	* Распределение по складам FBO	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000323	REG027	M4B1R2P00163	M4B1R2U00394	L2: Расширение Партнёрам Тарифы Документация Блог О компании L3:	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000324	REG027	M4B1R2P00163	M4B1R2U00394	L69: Как получить бонус от партнёра?	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000325	REG027	M4B1R2P00163	M4B1R2U00394	* Продвижение L144: * Цены L145: * Отзывы L146: * Внутренняя аналитика L147: * Поставки L148: * Внешняя аналитика L149: * SEO L150: * AI L151: * API	https://mpmgr.ru/free/bonuses ; observed title/heading/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000326	REG027	M4B1R2P00164	M4B1R2U00397	Внешняя аналитика	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000327	REG027	M4B1R2P00164	M4B1R2U00397	Поставки	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000328	REG027	M4B1R2P00164	M4B1R2U00397	Бесплатный анализ конкурентовна Wildberries	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000329	REG027	M4B1R2P00164	M4B1R2U00397	Отзывы	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000330	REG027	M4B1R2P00164	M4B1R2U00397	Поставки	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000331	REG027	M4B1R2P00164	M4B1R2U00397	Тарифы MP Manager - цены на инструменты для маркетплейсов - MP Manager	https://mpmgr.ru/pricing ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000332	REG028	M4B1R2P00167	M4B1R2U00404	Отзывы клиентов о MPSTATS	https://mpstats.io/customer-reviews ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000333	REG028	M4B1R2P00168	M4B1R2U00405	Аудитор SKU 360 – анализ и аудит карточек товаров топовых конкурентов на маркетплейсе Wildberries	https://mpstats.io/instruments/auditor ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000334	REG028	M4B1R2P00168	M4B1R2U00405	Аудитор SKU 360 – анализ и аудит карточек товаров топовых конкурентов на маркетплейсе Wildberries	https://mpstats.io/instruments/auditor ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000335	REG028	M4B1R2P00169	M4B1R2U00406	Калькулятор юнит-экономики Wildberries	https://mpstats.io/instruments/calculator ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000336	REG028	M4B1R2P00170	M4B1R2U00407	Сервис аналитики Ozon — анализ продаж, товаров и конкурентов | MPSTATS	https://mpstats.io/instruments/ozon/analytics ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000337	REG028	M4B1R2P00170	M4B1R2U00407	Отчет «География» в разделах «Продавцы» и «Бренды»	https://mpstats.io/instruments/ozon/analytics ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000338	REG028	M4B1R2P00170	M4B1R2U00407	Сервис аналитики Ozon — анализ продаж, товаров и конкурентов | MPSTATS	https://mpstats.io/instruments/ozon/analytics ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000339	REG028	M4B1R2P00170	M4B1R2U00407	Вопрос — ответ	https://mpstats.io/instruments/ozon/analytics ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000340	REG028	M4B1R2P00170	M4B1R2U00407	Возможности искусственного интеллекта	https://mpstats.io/instruments/ozon/analytics ; observed title/heading/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000341	REG028	M4B1R2P00171	M4B1R2U00408	SEO-оптимизация для Wildberries и Озон: продвижение карточек на маркетплейсах	https://mpstats.io/instruments/seo-optimization ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000342	REG028	M4B1R2P00171	M4B1R2U00408	SEO-оптимизация для Wildberries и Озон: продвижение карточек на маркетплейсах	https://mpstats.io/instruments/seo-optimization ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000343	REG028	M4B1R2P00172	M4B1R2U00409	Автоответы на отзывы Wildberries и Ozon — генератор ответов от MPSTATS	https://mpstats.io/instruments/wildberries/autoreplies ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000344	REG028	M4B1R2P00173	M4B1R2U00410	Биддер для Wildberries от MPSTATS: управление рекламой и рекламными ставками	https://mpstats.io/instruments/wildberries/bidder ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000345	REG028	M4B1R2P00174	M4B1R2U00411	Внутренняя аналитика Wildberries в MPSTATS: статистика и аналитика селлера	https://mpstats.io/instruments/wildberries/cabinet ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000346	REG028	M4B1R2P00175	M4B1R2U00412	Мои карточки: управляй карточками WB в интерфейсе MPSTATS	https://mpstats.io/instruments/wildberries/cards ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000347	REG028	M4B1R2P00176	M4B1R2U00413	Репрайсер для маркетплейсов: модуль Управление ценой от MPSTATS	https://mpstats.io/instruments/wildberries/repricers ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000348	REG028	M4B1R2P00177	M4B1R2U00414	Сервис аналитики Яндекс Маркет — анализ продаж и конкурентов | MPSTATS	https://mpstats.io/instruments/yandex-market/analytics ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000349	REG028	M4B1R2P00177	M4B1R2U00414	Оценка карточек	https://mpstats.io/instruments/yandex-market/analytics ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000350	REG028	M4B1R2P00177	M4B1R2U00414	Сервис аналитики Яндекс Маркет — анализ продаж и конкурентов | MPSTATS	https://mpstats.io/instruments/yandex-market/analytics ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000351	REG028	M4B1R2P00177	M4B1R2U00414	Остались вопросы?	https://mpstats.io/instruments/yandex-market/analytics ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000352	REG028	M4B1R2P00177	M4B1R2U00414	Оценка карточек	https://mpstats.io/instruments/yandex-market/analytics ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000353	REG028	M4B1R2P00178	M4B1R2U00415	API интеграции | MPSTATS	https://mpstats.io/integrations/description ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000354	REG028	M4B1R2P00179	M4B1R2U00426	Тарифы MPSTATS — выберите доступ к платформе для продавцов	https://mpstats.io/tariffs ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000355	REG031	M4B1R2P00181	M4B1R2U00438	Отзывы на маркетплейсах — как на них отвечать и как с ними работать	https://blog.promopult.ru/ecommerce/kak-rabotat-s-otzyvami-na-marketplejsax.html ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000356	REG031	M4B1R2P00181	M4B1R2U00438	Отзывы на маркетплейсах — как на них отвечать и как с ними работать	https://blog.promopult.ru/ecommerce/kak-rabotat-s-otzyvami-na-marketplejsax.html ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000357	REG031	M4B1R2P00182	M4B1R2U00441	Первая поставка товара на Вайлдберриз: гайд для начинающих селлеров	https://blog.promopult.ru/ecommerce/pervaya-postavka-tovara-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000358	REG031	M4B1R2P00182	M4B1R2U00441	Первая поставка товара на Вайлдберриз: гайд для начинающих селлеров	https://blog.promopult.ru/ecommerce/pervaya-postavka-tovara-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000359	REG031	M4B1R2P00183	M4B1R2U00445	Факторы ранжирования карточки товара на Вайлдберриз — что это	https://blog.promopult.ru/marketplejsy/faktory-ranzhirovaniya-kartochek-tovarov-v-poiske-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000360	REG031	M4B1R2P00184	M4B1R2U00446	Как создать инфографику для карточек товаров на Wildberries	https://blog.promopult.ru/marketplejsy/infografika-dlya-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000361	REG031	M4B1R2P00184	M4B1R2U00446	Как создать инфографику для карточек товаров на Wildberries	https://blog.promopult.ru/marketplejsy/infografika-dlya-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000362	REG031	M4B1R2P00185	M4B1R2U00447	Размер и другие требования к фото для карточки товара на Вайлдберриз	https://blog.promopult.ru/marketplejsy/kak-oformit-foto-dlya-kartochki-tovara-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000363	REG031	M4B1R2P00186	M4B1R2U00448	Еженедельный отчет со статистикой видимости и продаж товаров	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000364	REG031	M4B1R2P00186	M4B1R2U00448	Еженедельный отчет со статистикой видимости и продаж товаров	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000365	REG031	M4B1R2P00186	M4B1R2U00448	PromoPult — платформа с искусственным интеллектом для поискового продвижения, рекламы в Яндексе, соцсетях и на маркетплейсах.	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000366	REG031	M4B1R2P00186	M4B1R2U00448	Проверка и отслеживание позиций карточки товара на Вайлдберриз	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000367	REG031	M4B1R2P00186	M4B1R2U00448	PromoPult — платформа с искусственным интеллектом для поискового продвижения, рекламы в Яндексе, соцсетях и на маркетплейсах.	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000368	REG031	M4B1R2P00186	M4B1R2U00448	L80: Чтобы подключить «Мониторинг позиций»†promopult.ru , нужно пройти три простых шага.	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000369	REG031	M4B1R2P00186	M4B1R2U00448	Регулярный мониторинг поможет вовремя выявить проблемы и скорректировать стратегию, например, добавить новые ключевые слова, увеличить скидку или проработать негативные отзывы.	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000370	REG031	M4B1R2P00186	M4B1R2U00448	* количество штук на складе;	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000371	REG031	M4B1R2P00186	M4B1R2U00448	L111: * цена;	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000372	REG031	M4B1R2P00186	M4B1R2U00448	Как отслеживать позиции карточек товаров на Wildberries [инструкция]	https://blog.promopult.ru/marketplejsy/kak-otslezhivat-pozicii-kartochek-tovarov-na-wildberries.html ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
