candidate_id	registry_id	page_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_octoport_evidence	status	m6_validation_required	reason
M4B1C00082	REG028	M4B1P0047	помощь по кабинету и процедурам продавца	https://mpstats.io/media/wildberries/sellers/chto-prodavat-novichku ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00083	REG028	M4B1P0048	финансовые отчёты и прибыль селлера	https://mpstats.io/media/wildberries/sellers/obzor-lichnogo-kabineta ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00084	REG028	M4B1P0048	аналитика и автоматизация рекламы	https://mpstats.io/media/wildberries/sellers/obzor-lichnogo-kabineta ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00085	REG029	M4B1P0049	помощь по кабинету и процедурам продавца	https://openclaw.ru/for/marketplejsy ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00086	REG029	M4B1P0049	ИИ-помощник продавца	https://openclaw.ru/for/marketplejsy ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00087	REG029	M4B1P0050	работа с карточкой и контентом товара	https://openclaw.ru/for/marketplejsy/obyavleniya ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00088	REG029	M4B1P0050	ИИ-помощник продавца	https://openclaw.ru/for/marketplejsy/obyavleniya ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00089	REG031	M4B1P0051	работа с карточкой и контентом товара	https://blog.promopult.ru/ecommerce/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries.html ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00090	REG031	M4B1P0051	помощь по кабинету и процедурам продавца	https://blog.promopult.ru/ecommerce/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries.html ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00091	REG031	M4B1P0052	аналитика и автоматизация рекламы	https://blog.promopult.ru/ecommerce/lichnyj-kabinet-postavshhika-na-wildberries.html ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00092	REG031	M4B1P0052	работа с карточкой и контентом товара	https://blog.promopult.ru/ecommerce/lichnyj-kabinet-postavshhika-na-wildberries.html ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00093	REG034	M4B1P0053	остатки, поставки и прогноз запасов	https://saintpack.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00094	REG034	M4B1P0053	ценообразование и репрайсинг	https://saintpack.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00095	REG035	M4B1P0054	аналитика и автоматизация рекламы	https://sam-x.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00096	REG035	M4B1P0054	ценообразование и репрайсинг	https://sam-x.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00097	REG037	M4B1P0055	финансовые отчёты и прибыль селлера	https://sellerden.ru/sellerden/vybor-nishi-na-marketplejsah/analytic-reports/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00098	REG037	M4B1P0055	аналитика и автоматизация рекламы	https://sellerden.ru/sellerden/vybor-nishi-na-marketplejsah/analytic-reports/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00099	REG037	M4B1P0056	аналитика и автоматизация рекламы	https://sellerden.ru/sellerfox/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00100	REG037	M4B1P0056	аналитика показателей продавца	https://sellerden.ru/sellerfox/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00101	REG038	M4B1P0057	поисковая и нишевая аналитика	https://sellermoon.ru/faq/wildberries/analiz-nishi-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00102	REG038	M4B1P0057	финансовые отчёты и прибыль селлера	https://sellermoon.ru/faq/wildberries/analiz-nishi-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00103	REG038	M4B1P0058	поисковая и нишевая аналитика	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00104	REG038	M4B1P0058	помощь по кабинету и процедурам продавца	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00105	REG038	M4B1P0059	поисковая и нишевая аналитика	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00106	REG038	M4B1P0059	работа с карточкой и контентом товара	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00107	REG038	M4B1P0060	поисковая и нишевая аналитика	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00108	REG038	M4B1P0060	работа с карточкой и контентом товара	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Creative generation boundary, not current Octoport core	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00109	REG038	M4B1P0061	поисковая и нишевая аналитика	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00110	REG038	M4B1P0061	работа с карточкой и контентом товара	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00111	REG039	M4B1P0062	поисковая и нишевая аналитика	https://sellerstats.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00112	REG039	M4B1P0062	работа с карточкой и контентом товара	https://sellerstats.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00113	REG040	M4B1P0063	остатки, поставки и прогноз запасов	https://sellmonitor.com/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00114	REG040	M4B1P0063	ценообразование и репрайсинг	https://sellmonitor.com/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00115	REG040	M4B1P0064	поисковая и нишевая аналитика	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00116	REG040	M4B1P0064	аналитика и автоматизация рекламы	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00117	REG041	M4B1P0065	финансовые отчёты и прибыль селлера	https://sellper.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00118	REG041	M4B1P0065	аналитика показателей продавца	https://sellper.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00119	REG042	M4B1P0066	финансовые отчёты и прибыль селлера	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00120	REG042	M4B1P0066	аналитика и автоматизация рекламы	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00121	REG042	M4B1P0067	аналитика и автоматизация рекламы	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00122	REG042	M4B1P0067	работа с карточкой и контентом товара	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00123	REG042	M4B1P0068	финансовые отчёты и прибыль селлера	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00124	REG042	M4B1P0068	остатки, поставки и прогноз запасов	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00125	REG042	M4B1P0069	финансовые отчёты и прибыль селлера	https://selsup.ru/blog/otchyot-o-pribylyah-i-ubytkah-iz-selsup-chto-pokazyvaet-i-zachem-nuzhen-selleram-marketplejsov/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00126	REG042	M4B1P0070	работа с карточкой и контентом товара	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00127	REG042	M4B1P0070	ценообразование и репрайсинг	https://selsup.ru/blog/top-9-nejrosetej-dlya-marketplejsov-i-sellerov-polnyj-obzor/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00128	REG044	M4B1P0071	работа с карточкой и контентом товара	https://softrest.ru/blog/ii-agent-marketpleysov-tseny-ostatki ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00129	REG044	M4B1P0071	остатки, поставки и прогноз запасов	https://softrest.ru/blog/ii-agent-marketpleysov-tseny-ostatki ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00130	REG045	M4B1P0072	подключение ИИ и сервисов к маркетплейсу	https://superintellect.ru/guides/ii-agent-dlya-prodavca-marketplejsov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00131	REG045	M4B1P0072	работа с карточкой и контентом товара	https://superintellect.ru/guides/ii-agent-dlya-prodavca-marketplejsov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00132	REG045	M4B1P0073	подключение ИИ и сервисов к маркетплейсу	https://superintellect.ru/guides/ozon-dlya-proizvoditeley ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00133	REG045	M4B1P0073	работа с карточкой и контентом товара	https://superintellect.ru/guides/ozon-dlya-proizvoditeley ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00134	REG045	M4B1P0074	подключение ИИ и сервисов к маркетплейсу	https://superintellect.ru/partners/wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00135	REG045	M4B1P0074	ИИ-помощник продавца	https://superintellect.ru/partners/wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00136	REG046	M4B1P0075	финансовые отчёты и прибыль селлера	https://tablichki.tech/adv_analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00137	REG046	M4B1P0075	аналитика и автоматизация рекламы	https://tablichki.tech/adv_analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00138	REG046	M4B1P0076	подключение ИИ и сервисов к маркетплейсу	https://tablichki.tech/ai ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00139	REG046	M4B1P0076	финансовые отчёты и прибыль селлера	https://tablichki.tech/ai ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00140	REG046	M4B1P0077	подключение ИИ и сервисов к маркетплейсу	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00141	REG046	M4B1P0077	финансовые отчёты и прибыль селлера	https://tablichki.tech/ocifrovka_marketplace_blog/tpost/ai_marketplaces ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00142	REG046	M4B1P0078	финансовые отчёты и прибыль селлера	https://tablichki.tech/pnl ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00143	REG046	M4B1P0078	помощь по кабинету и процедурам продавца	https://tablichki.tech/pnl ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00144	REG049	M4B1P0079	подключение ИИ и сервисов к маркетплейсу	https://torgstat.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00145	REG049	M4B1P0079	финансовые отчёты и прибыль селлера	https://torgstat.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00146	REG050	M4B1P0080	работа с карточкой и контентом товара	https://tulpari.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00147	REG050	M4B1P0080	помощь по кабинету и процедурам продавца	https://tulpari.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00148	REG051	M4B1P0081	работа с карточкой и контентом товара	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00149	REG051	M4B1P0081	ценообразование и репрайсинг	https://uniseller.io/blog/5-ii-agentov-dlya-sellerov-avtomatizatsiya-rutiny/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00150	REG051	M4B1P0082	финансовые отчёты и прибыль селлера	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00151	REG051	M4B1P0082	помощь по кабинету и процедурам продавца	https://uniseller.io/blog/kak-chitat-otchet-o-realizacii-ozon/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00152	REG053	M4B1P0083	подключение ИИ и сервисов к маркетплейсу	https://seo.wbcon.ru/gpt-opisanie/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00153	REG053	M4B1P0083	работа с карточкой и контентом товара	https://seo.wbcon.ru/gpt-opisanie/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00154	REG053	M4B1P0084	поисковая и нишевая аналитика	https://wbcon.ru/2020/07/26/urok-x-analiz-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00155	REG053	M4B1P0084	аналитика показателей продавца	https://wbcon.ru/2020/07/26/urok-x-analiz-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00156	REG053	M4B1P0085	работа с карточкой и контентом товара	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00157	REG053	M4B1P0085	помощь по кабинету и процедурам продавца	https://wbcon.ru/2023/03/27/chatgpt-instruction-wb-ozon/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00158	REG056	M4B1P0086	поисковая и нишевая аналитика	https://wildcrm.ru/blog/beginers/tpost/gk5c1skeg1-kak-vibrat-nishu-dlya-prodazh-na-wildber ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00159	REG056	M4B1P0086	финансовые отчёты и прибыль селлера	https://wildcrm.ru/blog/beginers/tpost/gk5c1skeg1-kak-vibrat-nishu-dlya-prodazh-na-wildber ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00160	REG056	M4B1P0087	поисковая и нишевая аналитика	https://wildcrm.ru/blog/strategy/tpost/knpls4o4g1-poiskovie-zaprosi-wildberries-analitika ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
