raw_phrase,normalized_phrase_conservative,source_stage,source_query_id,source_file,evidence_type,observed_count,seed_total_count,region,device,marketplace_scope,task_family_primary,task_family_secondary,intent_class,fit_class,contamination_flags,capability_state,observed_vs_inferred,lineage_notes,reconciliation_reason
маркет подарков тг,маркет подарков тг,B01,B01-09,docs/seo/wordstat/raw/B01_09_2026-09-16.md,ASSOCIATION,686,67,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
чат gpt ru,чат gpt ru,B01,B01-09,docs/seo/wordstat/raw/B01_09_2026-09-16.md,ASSOCIATION,240,67,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
катмаркет katmarket ru,катмаркет katmarket ru,B01,B01-09,docs/seo/wordstat/raw/B01_09_2026-09-16.md,ASSOCIATION,152,67,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
чат gpt плей маркет,чат gpt плей маркет,B01,B01-09,docs/seo/wordstat/raw/B01_09_2026-09-16.md,ASSOCIATION,305,67,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
chatgpt для ozon,chatgpt для ozon,B01,B01-10,docs/seo/wordstat/raw/B01_10_2026-09-16.md,TOTALCOUNT_ONLY_SEED,,9,225,DEVICE_ALL,OZON,F2,,connect_own_llm,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved totalcount_only_seed with independent conservative classification.
chatgpt для wildberries,chatgpt для wildberries,B01,B01-11,docs/seo/wordstat/raw/B01_11_2026-09-16.md,TOTALCOUNT_ONLY_SEED,,10,225,DEVICE_ALL,WILDBERRIES,F2,,connect_own_llm,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved totalcount_only_seed with independent conservative classification.
ии анализ продаж маркетплейсов,ии анализ продаж маркетплейсов,B01,B01-12,docs/seo/wordstat/raw/B01_12_2026-09-16.md,EMPTY_SUCCESS_SEED,,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved empty_success_seed with independent conservative classification.
подключить ии к маркетплейсу,подключить ии к маркетплейсу,B01,B01-13,docs/seo/wordstat/raw/B01_13_2026-09-16.md,EMPTY_SUCCESS_SEED,,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F2,,connect_own_llm,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved empty_success_seed with independent conservative classification.
сервис аналитики маркетплейсов,сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,TESTED_SEED,,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved tested_seed with independent conservative classification.
аналитика маркетплейсов сервис,аналитика маркетплейсов сервис,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,756,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис аналитики маркетплейсов,сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,756,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
mpstats сервис аналитики маркетплейсов,mpstats сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,56,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
маяк сервис аналитика маркетплейсов,маяк сервис аналитика маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,54,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервисы аналитики маркетплейсов маяк,сервисы аналитики маркетплейсов маяк,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,54,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
бесплатный сервис аналитики маркетплейсов,бесплатный сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,42,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис аналитика маркетплейсов бесплатно,сервис аналитика маркетплейсов бесплатно,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,42,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис аналитика продаж на маркетплейсах,сервис аналитика продаж на маркетплейсах,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,39,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис аналитики на маркетплейсах отзывы,сервис аналитики на маркетплейсах отзывы,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,25,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов лучшие сервисы,аналитика маркетплейсов лучшие сервисы,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,20,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
лучшие сервисы аналитики маркетплейсов,лучшие сервисы аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,20,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис для аналитики продаж на маркетплейсах,сервис для аналитики продаж на маркетплейсах,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,19,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервис внутренней аналитики маркетплейсов,сервис внутренней аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,19,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
миг клик сервис аналитики маркетплейсов,миг клик сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,18,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
mayak сервис аналитики маркетплейсов,mayak сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,15,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
sellmonitor сервис аналитики маркетплейсов,sellmonitor сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,15,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
mayak bz сервис аналитики маркетплейсов,mayak bz сервис аналитики маркетплейсов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,14,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов сервисы анализа,аналитика маркетплейсов сервисы анализа,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,13,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов топ сервисов,аналитика маркетплейсов топ сервисов,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,11,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сервисы аналитики маркетплейсов топ,сервисы аналитики маркетплейсов топ,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,DIRECT_RESULT,11,756,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
база нет,база нет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,47476,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
агентство свои опрос,агентство свои опрос,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,9939,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
агентство свои,агентство свои,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,18672,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
а маркет,а маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,25495,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
специалист ру,специалист ру,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,36674,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,HUMAN_PROFESSION_OR_TRAINING;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ю маркет,ю маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,2487,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
a market,a market,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,19232,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
аналит нет,аналит нет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,6310,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,1355,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
хотите верьте хотите нет,хотите верьте хотите нет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,4671,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ай маркет,ай маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,4095,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
кыз нет,кыз нет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,110,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
изт маркет,изт маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,893,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
изи маркет,изи маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,910,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ян маркет,ян маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,1295,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
би про маркет,би про маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,737,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
агентство свои опрос что это такое,агентство свои опрос что это такое,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,451,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ам маркет,ам маркет,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,1644,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
агентство свои опрос что это,агентство свои опрос что это,B01,B01-14,docs/seo/wordstat/raw/B01_14_2026-09-16.md,ASSOCIATION,4096,756,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
как использовать ии для маркетплейсов,как использовать ии для маркетплейсов,B01,B01-15,docs/seo/wordstat/raw/B01_15_2026-09-16.md,TOTALCOUNT_ONLY_SEED,,3,225,DEVICE_ALL,GENERIC_MARKETPLACE,F8,,procedural_cabinet_help,ADJACENT,,SOURCE_CONFIRMED_NON_API_KNOWLEDGE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved totalcount_only_seed with independent conservative classification.
ии агенты для маркетплейсов,ии агенты для маркетплейсов,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,TESTED_SEED,,134,225,DEVICE_ALL,GENERIC_MARKETPLACE,F1,,ai_agent_category,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
ии агенты для маркетплейсов,ии агенты для маркетплейсов,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,DIRECT_RESULT,134,134,225,DEVICE_ALL,GENERIC_MARKETPLACE,F1,,ai_agent_category,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
риелтор или риэлтор как правильно,риелтор или риэлтор как правильно,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,3915,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ту ту ру билеты на самолет,ту ту ру билеты на самолет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1926,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
а маркет,а маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,25495,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ю маркет,ю маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,2487,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
маркет гуру,маркет гуру,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,2697,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,SERVICE_BRAND_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
a market,a market,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,19232,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1355,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ай маркет,ай маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,4095,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
изт маркет,изт маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,893,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
изи маркет,изи маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,910,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ян маркет,ян маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1295,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
би про маркет,би про маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,737,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
тот самый турагент,тот самый турагент,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1250,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ам маркет,ам маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1644,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
agent,agent,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,306127,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ямз маркет,ямз маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,872,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
лека маркет,лека маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,1249,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
мой турагент,мой турагент,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,911,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
фа маркет,фа маркет,B02,B02-01,docs/seo/wordstat/raw/B02_01_2026-09-16.md,ASSOCIATION,894,134,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved association with independent conservative classification.
ии для работы с маркетплейсами,ии для работы с маркетплейсами,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,TESTED_SEED,,39,225,DEVICE_ALL,GENERIC_MARKETPLACE,F4,,daily_seller_help,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved tested_seed with independent conservative classification.
ии для работы с маркетплейсами,ии для работы с маркетплейсами,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,DIRECT_RESULT,39,39,225,DEVICE_ALL,GENERIC_MARKETPLACE,F4,,daily_seller_help,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
ии для работы с маркетплейсами обучение,ии для работы с маркетплейсами обучение,B02,B02-02,docs/seo/wordstat/raw/B02_02_2026-09-16.md,DIRECT_RESULT,10,39,225,DEVICE_ALL,GENERIC_MARKETPLACE,F4,,daily_seller_help,NOISE,HUMAN_PROFESSION_OR_TRAINING,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
